root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,l_wrist,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow,r_wrist
0.622974,1.538926,0.354471,0.07467,0.11484,-0.660157,0.738532,-0.930979,-0.01115,0.010427,0.424404,0.078408,0.0,-0.206561,0.059628,-0.20063,0.386125,-0.343455,0.0,0.220693,0.600577,-0.116287,-1.004424,-0.390242,0.059989,-0.494728,0.225216,-1.17499,0.358396
0.622715,1.524896,0.351338,0.071681,0.114923,-0.658897,0.739938,-0.92612,-0.027425,0.016103,0.277791,0.101625,0.0,-0.131519,0.078595,-0.198143,0.349707,-0.359949,0.0,0.226384,0.602909,-0.122041,-0.997955,-0.400814,0.067844,-0.50407,0.232734,-1.189482,0.373604
0.626228,1.510789,0.346359,0.069139,0.114488,-0.662985,0.736589,-0.941068,-0.064111,0.014631,0.212883,0.09011,0.0,-0.078667,0.087842,-0.1808,0.35319,-0.383007,0.0,0.235855,0.597176,-0.124587,-0.989097,-0.409355,0.076562,-0.514329,0.249718,-1.195525,0.384592
0.624971,1.496795,0.344176,0.072526,0.110887,-0.665151,0.73486,-0.931718,-0.079399,-0.007136,0.18699,0.099893,0.0,-0.023819,0.088047,-0.168264,0.349664,-0.400794,0.0,0.240732,0.586436,-0.134965,-0.982258,-0.41988,0.086299,-0.533398,0.261903,-1.192632,0.392661
0.619361,1.484485,0.345257,0.077478,0.098798,-0.665631,0.735643,-0.895121,-0.076284,-0.043941,0.204827,0.151665,0.0,0.052092,0.080094,-0.163203,0.315913,-0.392623,0.0,0.233187,0.560223,-0.171723,-0.962638,-0.437953,0.118899,-0.571185,0.262682,-1.175548,0.3842
0.615419,1.476228,0.346121,0.079205,0.090832,-0.667913,0.734417,-0.877659,-0.066899,-0.06284,0.25104,0.231217,0.0,0.094706,0.076188,-0.155537,0.315235,-0.365607,0.0,0.23276,0.540523,-0.191317,-0.945349,-0.449987,0.147554,-0.588455,0.266784,-1.149695,0.381927
0.614971,1.468606,0.346989,0.075584,0.085344,-0.669212,0.734275,-0.857911,-0.067423,-0.070075,0.299713,0.280559,0.0,0.13243,0.077617,-0.149944,0.332631,-0.304572,0.0,0.226083,0.526395,-0.211465,-0.909166,-0.460314,0.17674,-0.591825,0.268013,-1.103369,0.371845
0.612798,1.462958,0.347828,0.07107,0.082308,-0.669897,0.734447,-0.842921,-0.061944,-0.06848,0.344702,0.283144,0.0,0.149466,0.095635,-0.148119,0.373548,-0.222267,0.0,0.213439,0.515851,-0.225794,-0.860003,-0.455587,0.198048,-0.581961,0.269797,-1.043632,0.361046
0.608184,1.458247,0.348845,0.069071,0.081575,-0.671902,0.732886,-0.830164,-0.056908,-0.06458,0.371736,0.264191,0.0,0.130637,0.129105,-0.157133,0.461255,-0.117736,0.0,0.19644,0.508796,-0.229998,-0.815589,-0.436709,0.218998,-0.575585,0.277403,-0.997836,0.34999
0.603261,1.452348,0.35372,0.069691,0.082331,-0.675496,0.729432,-0.807301,-0.034587,-0.072489,0.376938,0.238892,0.0,0.081271,0.137157,-0.183213,0.593125,-0.009361,0.0,0.175411,0.504134,-0.232953,-0.785134,-0.41176,0.245944,-0.58329,0.300965,-0.985027,0.340087
0.600664,1.450886,0.35938,0.067722,0.084916,-0.68407,0.721284,-0.781603,-0.010173,-0.063131,0.362192,0.229866,0.0,-0.017203,0.12561,-0.255017,0.78562,0.104904,0.0,0.157428,0.506024,-0.233729,-0.769442,-0.385362,0.28335,-0.608162,0.343654,-1.018502,0.343049
0.602336,1.451183,0.366071,0.062432,0.09116,-0.694265,0.711188,-0.756722,0.019823,-0.051416,0.339733,0.227786,0.0,-0.126229,0.081458,-0.349653,0.971783,0.201931,0.0,0.147308,0.519294,-0.232325,-0.778185,-0.370556,0.312207,-0.629093,0.386887,-1.074875,0.37263
0.607393,1.447384,0.370876,0.061483,0.097166,-0.702899,0.701935,-0.730383,0.04145,-0.037316,0.320017,0.216498,0.0,-0.247225,0.009825,-0.393115,1.139572,0.226427,0.0,0.142049,0.534837,-0.235756,-0.811473,-0.36305,0.331253,-0.64493,0.406399,-1.135715,0.418895
0.609039,1.438885,0.371235,0.068223,0.096123,-0.708672,0.695623,-0.702157,0.0426,-0.017424,0.315701,0.187209,0.0,-0.38218,-0.031703,-0.361336,1.252381,0.161357,0.0,0.13525,0.540174,-0.250666,-0.861042,-0.366086,0.343449,-0.656208,0.387199,-1.177055,0.456992
0.610023,1.429407,0.370153,0.077842,0.092129,-0.713409,0.69029,-0.678287,0.034323,0.004573,0.325699,0.147875,0.0,-0.517905,-0.071307,-0.324178,1.326013,0.098138,0.0,0.118054,0.538946,-0.2708,-0.910165,-0.379464,0.351872,-0.661603,0.334681,-1.203063,0.467838
0.608896,1.418586,0.368021,0.08631,0.086548,-0.715822,0.687502,-0.655936,0.022538,0.020314,0.352182,0.09738,0.0,-0.632035,-0.083661,-0.287012,1.321858,0.039558,0.0,0.091685,0.537178,-0.296105,-0.948656,-0.397427,0.348394,-0.653046,0.269299,-1.203654,0.446183
0.606921,1.402754,0.366378,0.093981,0.081671,-0.715837,0.687077,-0.622961,0.009187,0.028035,0.388444,0.026807,0.0,-0.719605,-0.07719,-0.236952,1.25737,-0.017864,0.0,0.056718,0.535084,-0.324513,-0.980121,-0.410711,0.333722,-0.635085,0.200023,-1.186737,0.407155
0.603707,1.388123,0.364357,0.099849,0.076633,-0.716279,0.686368,-0.586615,-0.001227,0.034632,0.419447,-0.037832,0.0,-0.786589,-0.064403,-0.212321,1.145405,-0.048371,0.0,0.02232,0.533674,-0.350852,-1.0074,-0.415638,0.3162,-0.61726,0.142387,-1.162321,0.367675
0.603392,1.369669,0.363919,0.104274,0.075334,-0.716162,0.685976,-0.533107,-0.009246,0.036581,0.433795,-0.104895,0.0,-0.828044,-0.062779,-0.172945,1.00487,-0.06522,0.0,-0.007831,0.538004,-0.371643,-1.040268,-0.421108,0.297611,-0.60161,0.105251,-1.139155,0.337064
0.602519,1.353245,0.362945,0.108601,0.072406,-0.71677,0.684985,-0.475205,-0.018981,0.040588,0.43388,-0.159795,0.0,-0.861747,-0.063262,-0.152915,0.856848,-0.055328,0.0,-0.034963,0.534812,-0.38736,-1.073037,-0.429688,0.287156,-0.602809,0.092147,-1.121137,0.318977
0.603203,1.336465,0.361338,0.112734,0.069382,-0.716888,0.684507,-0.413789,-0.032265,0.043182,0.428801,-0.212612,0.0,-0.88582,-0.070527,-0.133441,0.705791,-0.042807,0.0,-0.058475,0.526364,-0.399675,-1.105242,-0.43846,0.28347,-0.613769,0.099876,-1.108707,0.317585
0.600245,1.320362,0.358345,0.118128,0.063859,-0.71682,0.684206,-0.347568,-0.047514,0.044957,0.415799,-0.258997,0.0,-0.904646,-0.053962,-0.122903,0.556554,-0.031879,0.0,-0.082243,0.507738,-0.413175,-1.131219,-0.441836,0.285648,-0.635959,0.118859,-1.099043,0.329088
0.595948,1.30404,0.354627,0.123044,0.058384,-0.716352,0.684318,-0.276314,-0.061147,0.042458,0.396231,-0.300867,0.0,-0.915433,-0.025749,-0.114165,0.412237,-0.007064,0.0,-0.106031,0.487895,-0.431142,-1.148471,-0.44297,0.290515,-0.657015,0.139698,-1.089275,0.34952
0.592407,1.289797,0.350476,0.123073,0.055751,-0.713197,0.687819,-0.224622,-0.064831,0.029582,0.398089,-0.334896,0.0,-0.942434,0.003336,-0.112329,0.327191,-0.014772,0.0,-0.113927,0.483075,-0.4501,-1.162317,-0.449619,0.299712,-0.655225,0.150344,-1.080116,0.363458
0.585965,1.272191,0.345343,0.124763,0.054527,-0.71036,0.690543,-0.162495,-0.066275,0.014607,0.401684,-0.375655,0.0,-0.956212,0.05544,-0.093371,0.272753,-0.018826,0.0,-0.124923,0.480608,-0.470373,-1.17656,-0.459797,0.302434,-0.653146,0.152669,-1.066377,0.375548
0.58439,1.256282,0.343198,0.123078,0.058444,-0.709901,0.690997,-0.104288,-0.058569,0.00607,0.401273,-0.407013,0.0,-0.943545,0.081096,-0.062967,0.254965,-0.008667,0.0,-0.134541,0.484647,-0.485601,-1.182741,-0.474091,0.298953,-0.63965,0.150478,-1.05262,0.378339
0.589219,1.245612,0.344471,0.117349,0.061861,-0.712507,0.689011,-0.050154,-0.051722,0.008392,0.391673,-0.409522,0.0,-0.910635,0.063837,-0.045915,0.273742,0.04722,0.0,-0.134613,0.48983,-0.491496,-1.175801,-0.493004,0.288442,-0.617715,0.152054,-1.027782,0.367916
0.595311,1.23976,0.346775,0.110466,0.059428,-0.714806,0.687981,-0.007014,-0.052995,0.011698,0.390106,-0.370184,0.0,-0.887452,0.028389,-0.038554,0.319999,0.131341,0.0,-0.11636,0.48416,-0.488502,-1.156655,-0.5093,0.278682,-0.596602,0.162282,-0.984187,0.347925
0.598822,1.234737,0.348146,0.106424,0.054207,-0.716826,0.686947,0.024845,-0.063537,0.014699,0.409393,-0.30837,0.0,-0.873188,0.005179,-0.039462,0.372442,0.189508,0.0,-0.094166,0.470661,-0.480642,-1.126331,-0.518776,0.269854,-0.582654,0.173173,-0.935782,0.33429
0.601718,1.228823,0.350371,0.103121,0.048527,-0.717914,0.68674,0.04672,-0.073443,0.016363,0.447471,-0.228224,0.0,-0.862291,-0.01827,-0.031464,0.431323,0.195557,0.0,-0.070743,0.453893,-0.474354,-1.08075,-0.523215,0.258319,-0.571392,0.187488,-0.883202,0.325344
0.604522,1.220823,0.353857,0.100385,0.04682,-0.716864,0.688358,0.049116,-0.078256,0.014614,0.515971,-0.132587,0.0,-0.843094,-0.037302,-0.019093,0.472225,0.155798,0.0,-0.047382,0.451215,-0.478774,-1.036219,-0.51987,0.245856,-0.558713,0.198652,-0.846732,0.316848
0.609915,1.214608,0.35703,0.097566,0.046667,-0.713288,0.692476,0.021995,-0.101033,0.03531,0.62924,-0.023757,0.0,-0.819391,-0.053058,-0.018717,0.49209,0.122618,0.0,-0.018444,0.466445,-0.498651,-1.007577,-0.514607,0.234116,-0.549226,0.20755,-0.826678,0.305219
0.614568,1.211289,0.361422,0.096582,0.044382,-0.70683,0.699352,-0.042043,-0.117427,0.092012,0.7864,0.096844,0.0,-0.789455,-0.073086,-0.026727,0.488952,0.10322,0.0,0.012496,0.487244,-0.530243,-0.999385,-0.519922,0.226113,-0.549168,0.21175,-0.821118,0.293746
0.613706,1.206882,0.366909,0.098753,0.040921,-0.699638,0.706456,-0.135767,-0.100802,0.14043,0.960042,0.186605,0.0,-0.751115,-0.090394,-0.037772,0.472258,0.08436,0.0,0.038978,0.500749,-0.556857,-1.005018,-0.538259,0.222151,-0.559787,0.211171,-0.830264,0.286148
0.612835,1.202106,0.37101,0.099757,0.040599,-0.692624,0.713213,-0.251901,-0.07658,0.174208,1.120739,0.228707,0.0,-0.714998,-0.104018,-0.051663,0.453941,0.068925,0.0,0.064577,0.512255,-0.562137,-1.019072,-0.556328,0.217767,-0.568917,0.20798,-0.850207,0.282017
0.61289,1.19255,0.37189,0.096839,0.047636,-0.688615,0.717051,-0.375035,-0.06729,0.153484,1.229473,0.183134,0.0,-0.678637,-0.099019,-0.068809,0.447198,0.037086,0.0,0.094521,0.532798,-0.535103,-1.037376,-0.55551,0.20599,-0.568228,0.211076,-0.879036,0.28072
0.613587,1.18358,0.371327,0.091319,0.056113,-0.684851,0.720757,-0.497129,-0.053837,0.143617,1.298723,0.143664,0.0,-0.64786,-0.088447,-0.088462,0.451591,0.00109,0.0,0.13265,0.560695,-0.487003,-1.060549,-0.53502,0.186317,-0.560487,0.219327,-0.905395,0.281805
0.613267,1.170295,0.370204,0.084887,0.067085,-0.682553,0.722783,-0.607526,-0.039058,0.106569,1.319606,0.097819,0.0,-0.609917,-0.068318,-0.107462,0.462654,-0.051166,0.0,0.179032,0.596578,-0.418205,-1.088924,-0.504238,0.15591,-0.546,0.234962,-0.931703,0.287149
0.612908,1.153267,0.369086,0.078833,0.075931,-0.68133,0.723747,-0.69142,-0.038304,0.055171,1.276346,0.043098,0.0,-0.556921,-0.046612,-0.121937,0.471992,-0.114214,0.0,0.216309,0.618875,-0.351339,-1.101219,-0.477178,0.123524,-0.532618,0.253075,-0.95651,0.296177
0.612565,1.134947,0.367848,0.073735,0.08222,-0.680082,0.72477,-0.75429,-0.043101,0.00794,1.184869,-0.006252,0.0,-0.493612,-0.026667,-0.133243,0.474906,-0.178451,0.0,0.240439,0.628142,-0.297181,-1.096601,-0.455862,0.095018,-0.523381,0.268737,-0.982595,0.305096
0.613,1.118048,0.36594,0.069458,0.086648,-0.678399,0.726253,-0.804944,-0.050191,-0.021097,1.063838,-0.022192,0.0,-0.430645,-0.010187,-0.14271,0.473195,-0.235428,0.0,0.251442,0.627609,-0.260138,-1.07735,-0.441197,0.074117,-0.520555,0.280177,-1.011304,0.312281
0.610436,1.10021,0.365149,0.068539,0.089414,-0.676106,0.728141,-0.839528,-0.043004,-0.057907,0.91353,-0.032054,0.0,-0.359844,0.003663,-0.150432,0.457505,-0.288064,0.0,0.254225,0.622034,-0.236639,-1.054448,-0.430836,0.057006,-0.524048,0.286896,-1.041209,0.320594
0.608514,1.085507,0.363479,0.065764,0.092261,-0.673514,0.73044,-0.866103,-0.02926,-0.068593,0.751608,-0.012331,0.0,-0.293664,0.019386,-0.158614,0.436608,-0.327321,0.0,0.257894,0.622103,-0.223815,-1.030949,-0.4251,0.043644,-0.523941,0.291994,-1.067176,0.329249
0.60616,1.072417,0.361533,0.062616,0.095274,-0.671188,0.732468,-0.884997,-0.014378,-0.066025,0.581507,0.0262,0.0,-0.228629,0.038178,-0.165418,0.406822,-0.354722,0.0,0.264136,0.627186,-0.219298,-1.012886,-0.422839,0.030458,-0.51992,0.297911,-1.086694,0.337596
0.606662,1.059544,0.358559,0.058914,0.099185,-0.670357,0.733016,-0.890644,-0.019838,-0.053341,0.413858,0.069567,0.0,-0.164171,0.058729,-0.166592,0.373751,-0.374785,0.0,0.273246,0.636752,-0.218326,-1.000872,-0.423206,0.015547,-0.512056,0.308311,-1.099729,0.343512
0.607657,1.046225,0.354915,0.057651,0.098992,-0.673218,0.730516,-0.912173,-0.036461,-0.039623,0.318166,0.06376,0.0,-0.112606,0.067055,-0.157034,0.369677,-0.400563,0.0,0.28403,0.629921,-0.22092,-0.992447,-0.426591,0.012549,-0.513916,0.321526,-1.110863,0.351034
0.60833,1.033049,0.3518,0.057998,0.099684,-0.675314,0.728458,-0.914727,-0.052722,-0.035833,0.245564,0.059252,0.0,-0.062121,0.073604,-0.146804,0.364384,-0.423221,0.0,0.291592,0.628441,-0.226144,-0.98545,-0.431185,0.008341,-0.517551,0.33295,-1.120957,0.36011
0.609432,1.021798,0.349354,0.058359,0.100294,-0.676654,0.7271,-0.897957,-0.067801,-0.035006,0.228896,0.084626,0.0,-0.019535,0.07639,-0.137512,0.364732,-0.431964,0.0,0.29627,0.627637,-0.234115,-0.979766,-0.4369,0.007504,-0.522744,0.340468,-1.12474,0.373618
0.605459,1.012612,0.350007,0.059093,0.096197,-0.676432,0.727801,-0.8789,-0.053721,-0.062228,0.259208,0.133648,0.0,0.023297,0.074799,-0.135289,0.366605,-0.418029,0.0,0.29789,0.621447,-0.248382,-0.969188,-0.445693,0.018858,-0.534135,0.339937,-1.117937,0.396426
0.600445,1.004755,0.352426,0.058956,0.0891,-0.676239,0.728894,-0.864991,-0.032057,-0.098987,0.308884,0.20764,0.0,0.066904,0.068121,-0.134151,0.368746,-0.380386,0.0,0.291891,0.601149,-0.262966,-0.943607,-0.455574,0.047098,-0.547422,0.33146,-1.104068,0.42145
0.602963,0.996848,0.351557,0.05393,0.086277,-0.677704,0.728262,-0.838061,-0.050669,-0.084522,0.347932,0.253154,0.0,0.097419,0.077652,-0.126552,0.40416,-0.316935,0.0,0.280931,0.58525,-0.265586,-0.904626,-0.455648,0.073818,-0.549405,0.327875,-1.077965,0.433787
0.600169,0.991214,0.352619,0.049207,0.080488,-0.680039,0.727082,-0.812336,-0.044526,-0.076431,0.383231,0.254703,0.0,0.107061,0.093385,-0.126046,0.469625,-0.227078,0.0,0.265918,0.564952,-0.272819,-0.855096,-0.439781,0.101816,-0.546448,0.331885,-1.030558,0.430253
0.59438,0.984784,0.356693,0.046506,0.075601,-0.68376,0.724289,-0.782409,-0.021797,-0.084124,0.405569,0.225966,0.0,0.089354,0.107592,-0.130956,0.576863,-0.104049,0.0,0.246928,0.548217,-0.282203,-0.815292,-0.417746,0.124327,-0.539195,0.347278,-0.975462,0.408754
0.59007,0.97992,0.361043,0.041873,0.074558,-0.690179,0.718569,-0.747911,-0.00157,-0.078698,0.409903,0.201327,0.0,0.035043,0.124371,-0.165602,0.728969,0.020357,0.0,0.228565,0.543939,-0.288121,-0.793079,-0.40208,0.143335,-0.529307,0.38152,-0.932432,0.378294
0.586939,0.97998,0.365945,0.035169,0.076433,-0.699148,0.71001,-0.719813,0.026088,-0.067394,0.39816,0.19437,0.0,-0.056898,0.124908,-0.247346,0.909441,0.138547,0.0,0.214644,0.549671,-0.287332,-0.793736,-0.396303,0.161788,-0.525884,0.433775,-0.918094,0.358554
0.589144,0.980249,0.371347,0.028851,0.082261,-0.707331,0.701487,-0.696486,0.05415,-0.057822,0.37841,0.192802,0.0,-0.170455,0.080808,-0.335192,1.08572,0.232352,0.0,0.205509,0.564916,-0.280256,-0.819153,-0.396066,0.174198,-0.527932,0.489827,-0.933301,0.36463
0.591577,0.973513,0.374139,0.031256,0.085288,-0.7114,0.696892,-0.668436,0.063547,-0.048077,0.363919,0.174384,0.0,-0.29267,0.036611,-0.349508,1.213395,0.227462,0.0,0.195607,0.575004,-0.277029,-0.866691,-0.396015,0.183177,-0.542462,0.519507,-0.965284,0.396452
0.590211,0.967282,0.372796,0.039526,0.080903,-0.714823,0.693484,-0.651111,0.057219,-0.030764,0.369598,0.150038,0.0,-0.422882,0.011627,-0.346337,1.292237,0.168086,0.0,0.179064,0.571404,-0.283875,-0.911406,-0.395192,0.203294,-0.569905,0.510501,-1.003563,0.43396
0.590568,0.954439,0.371124,0.054263,0.07465,-0.716218,0.691747,-0.627862,0.034914,-0.011138,0.389667,0.098331,0.0,-0.543529,-0.028504,-0.302632,1.332139,0.090925,0.0,0.140222,0.556448,-0.306247,-0.94631,-0.396182,0.241569,-0.608963,0.448387,-1.056233,0.454823
0.588609,0.941835,0.369196,0.066071,0.065771,-0.717425,0.69037,-0.595741,0.013462,0.006071,0.409739,0.0447,0.0,-0.64151,-0.04932,-0.270339,1.305713,0.039774,0.0,0.089179,0.537967,-0.34203,-0.959192,-0.40234,0.278301,-0.635443,0.374599,-1.09106,0.439302
0.587128,0.92492,0.367967,0.075625,0.058481,-0.717161,0.690319,-0.549862,-0.006468,0.01529,0.431117,-0.022962,0.0,-0.709171,-0.060096,-0.222542,1.220534,-0.009353,0.0,0.035586,0.523458,-0.381947,-0.967875,-0.41344,0.299662,-0.646328,0.307204,-1.103331,0.401042
0.585921,0.907374,0.367276,0.082642,0.052688,-0.71678,0.690377,-0.49473,-0.022625,0.019837,0.442549,-0.08736,0.0,-0.756295,-0.068779,-0.182568,1.096878,-0.037001,0.0,-0.013648,0.51109,-0.417037,-0.978571,-0.426698,0.307954,-0.650666,0.257371,-1.099965,0.360201
0.585379,0.888702,0.366671,0.087995,0.048943,-0.715982,0.690819,-0.431986,-0.035905,0.01956,0.443987,-0.148616,0.0,-0.789996,-0.075087,-0.13977,0.952777,-0.06027,0.0,-0.052452,0.502185,-0.442017,-0.997197,-0.4372,0.307168,-0.653197,0.2282,-1.0875,0.334404
0.584313,0.872698,0.364996,0.093794,0.04362,-0.715781,0.690621,-0.370574,-0.051772,0.020364,0.435711,-0.197991,0.0,-0.815179,-0.080889,-0.120571,0.799178,-0.051166,0.0,-0.087176,0.484917,-0.460534,-1.014346,-0.44007,0.309181,-0.667579,0.214667,-1.075769,0.326456
0.583378,0.857211,0.363222,0.099263,0.03879,-0.715414,0.690525,-0.304368,-0.067762,0.018719,0.413218,-0.237275,0.0,-0.832928,-0.080056,-0.104827,0.638357,-0.031721,0.0,-0.118795,0.463623,-0.476748,-1.028426,-0.43831,0.311971,-0.684382,0.21317,-1.066203,0.334207
0.578824,0.842237,0.359357,0.105802,0.032136,-0.714644,0.690693,-0.237718,-0.085822,0.014418,0.390691,-0.273423,0.0,-0.843725,-0.054017,-0.09969,0.475832,-0.008085,0.0,-0.147928,0.436374,-0.493234,-1.038139,-0.436308,0.315247,-0.701987,0.214654,-1.053992,0.350066
0.576654,0.827365,0.356756,0.108873,0.02922,-0.713689,0.691333,-0.169525,-0.095743,0.006002,0.362678,-0.301874,0.0,-0.842768,-0.031385,-0.092122,0.319198,0.008727,0.0,-0.170505,0.416705,-0.508579,-1.044684,-0.438569,0.312826,-0.704379,0.218744,-1.039832,0.363683
0.57245,0.813778,0.35238,0.107545,0.028446,-0.710504,0.694844,-0.121108,-0.094169,-0.009047,0.367375,-0.333761,0.0,-0.867478,0.007068,-0.090807,0.261255,-0.003326,0.0,-0.171968,0.413546,-0.522062,-1.053873,-0.444283,0.313504,-0.687664,0.219557,-1.029683,0.365488
0.567745,0.798667,0.347813,0.109071,0.029246,-0.708729,0.696384,-0.069181,-0.093012,-0.021254,0.371719,-0.371394,0.0,-0.870361,0.048209,-0.080315,0.239013,0.002967,0.0,-0.173966,0.409313,-0.5311,-1.061942,-0.448333,0.306184,-0.675587,0.216087,-1.017085,0.364241
0.569936,0.786801,0.347263,0.107062,0.032336,-0.71059,0.694661,-0.019697,-0.089037,-0.022674,0.369125,-0.390911,0.0,-0.847358,0.047257,-0.060852,0.249489,0.036677,0.0,-0.169682,0.408573,-0.531139,-1.056019,-0.449263,0.290432,-0.662923,0.218458,-1.001673,0.359476
0.575871,0.778943,0.349338,0.100319,0.035272,-0.712403,0.693667,0.019478,-0.081083,-0.022217,0.367513,-0.379622,0.0,-0.831466,0.022147,-0.044587,0.296996,0.097914,0.0,-0.15084,0.413524,-0.529213,-1.033824,-0.449617,0.277216,-0.640148,0.226352,-0.985171,0.354281
0.579068,0.772258,0.350575,0.095158,0.033629,-0.714691,0.692121,0.058828,-0.08104,-0.023761,0.370747,-0.337443,0.0,-0.817691,0.0069,-0.039716,0.352691,0.163063,0.0,-0.123534,0.412351,-0.523927,-0.993566,-0.448442,0.260951,-0.620268,0.23749,-0.953271,0.350065
0.582478,0.764946,0.351431,0.089833,0.033212,-0.716162,0.691332,0.089122,-0.088551,-0.027303,0.394624,-0.2767,0.0,-0.803778,-0.001327,-0.036803,0.403785,0.180136,0.0,-0.096256,0.411126,-0.519244,-0.939011,-0.452117,0.244281,-0.596955,0.24678,-0.917193,0.343655
0.588261,0.75678,0.354251,0.082626,0.034654,-0.716493,0.691816,0.107801,-0.093252,-0.029696,0.438153,-0.198047,0.0,-0.787304,-0.019977,-0.019714,0.454674,0.153785,0.0,-0.065573,0.413141,-0.519547,-0.876324,-0.453752,0.221291,-0.56656,0.260482,-0.871051,0.332658
0.597651,0.751043,0.355277,0.075427,0.038259,-0.715676,0.693293,0.101159,-0.129736,-0.009473,0.521606,-0.099849,0.0,-0.772948,-0.028676,-0.016957,0.486001,0.125226,0.0,-0.029316,0.431141,-0.532094,-0.832465,-0.449706,0.195699,-0.53642,0.271628,-0.830969,0.321118
0.604062,0.746646,0.358461,0.071905,0.039009,-0.712273,0.697119,0.058543,-0.15118,0.035548,0.655926,0.027573,0.0,-0.750346,-0.043714,-0.018324,0.497799,0.103041,0.0,0.007936,0.45656,-0.562842,-0.81678,-0.453495,0.174203,-0.517126,0.277522,-0.800612,0.31026
0.610645,0.748022,0.36231,0.069608,0.036175,-0.704691,0.705164,-0.025464,-0.16802,0.125594,0.827474,0.134044,0.0,-0.729165,-0.068451,-0.028522,0.491037,0.102076,0.0,0.042435,0.487393,-0.601973,-0.829709,-0.479759,0.161425,-0.507757,0.278106,-0.781788,0.299488
0.608804,0.747039,0.368769,0.073213,0.031113,-0.695338,0.714267,-0.141037,-0.131515,0.198892,1.01663,0.229623,0.0,-0.694927,-0.095047,-0.0409,0.466953,0.098875,0.0,0.065292,0.508786,-0.624117,-0.863308,-0.516012,0.155735,-0.515876,0.277414,-0.781178,0.29256
0.604141,0.740182,0.373474,0.077068,0.031667,-0.687214,0.721661,-0.267599,-0.085108,0.20943,1.173966,0.231344,0.0,-0.65276,-0.107321,-0.059145,0.440216,0.081755,0.0,0.080732,0.529738,-0.611218,-0.906022,-0.537224,0.152383,-0.528317,0.280463,-0.801336,0.292035
0.601967,0.732682,0.374252,0.075591,0.037106,-0.680081,0.728285,-0.401664,-0.056412,0.201192,1.28268,0.182262,0.0,-0.619272,-0.105376,-0.083946,0.431453,0.055464,0.0,0.100799,0.558517,-0.56531,-0.950291,-0.530328,0.148665,-0.5333,0.288938,-0.829065,0.297781
0.600757,0.721608,0.3731,0.070702,0.047512,-0.674587,0.733264,-0.529516,-0.038967,0.165873,1.347394,0.136136,0.0,-0.585906,-0.088719,-0.111041,0.437468,0.011555,0.0,0.13184,0.598446,-0.484872,-1.003587,-0.504342,0.135664,-0.52773,0.302609,-0.857465,0.306782
0.601584,0.709902,0.37088,0.063486,0.056784,-0.670336,0.737153,-0.63612,-0.038204,0.136982,1.344193,0.10347,0.0,-0.550924,-0.069003,-0.134836,0.453055,-0.039086,0.0,0.160234,0.626654,-0.394884,-1.04439,-0.4739,0.115898,-0.516942,0.319452,-0.876824,0.317547
0.60107,0.690602,0.369459,0.058717,0.065099,-0.668531,0.738499,-0.706911,-0.047864,0.07479,1.27893,0.043576,0.0,-0.49652,-0.045838,-0.149763,0.471188,-0.113925,0.0,0.179974,0.639511,-0.305381,-1.073501,-0.440331,0.091215,-0.508266,0.335061,-0.897743,0.329237
0.600529,0.671926,0.368307,0.055748,0.069428,-0.667192,0.739545,-0.755958,-0.056524,0.030566,1.16629,-0.001029,0.0,-0.435163,-0.029353,-0.158893,0.479127,-0.181015,0.0,0.182677,0.633645,-0.241497,-1.082118,-0.410933,0.074275,-0.507806,0.341973,-0.925602,0.338432
0.600361,0.654876,0.366574,0.053023,0.073325,-0.665688,0.740724,-0.792259,-0.058937,0.00583,1.024435,-0.016762,0.0,-0.375043,-0.014064,-0.166862,0.481111,-0.239199,0.0,0.183179,0.62886,-0.195921,-1.087226,-0.38926,0.062566,-0.509277,0.340141,-0.96086,0.344237
0.59867,0.638564,0.365108,0.052043,0.07641,-0.664155,0.741857,-0.821422,-0.052184,-0.015616,0.871968,-0.008395,0.0,-0.31333,0.001305,-0.17328,0.471201,-0.287511,0.0,0.182405,0.623265,-0.169659,-1.091141,-0.38118,0.053702,-0.512999,0.332891,-0.996627,0.347833
0.595586,0.623122,0.363806,0.051739,0.079387,-0.662467,0.743074,-0.839081,-0.035398,-0.030892,0.70406,0.002311,0.0,-0.249203,0.018618,-0.178614,0.448267,-0.324916,0.0,0.185381,0.621777,-0.157139,-1.097556,-0.384871,0.046138,-0.515245,0.3222,-1.028561,0.350149
0.595121,0.609064,0.361284,0.049199,0.08342,-0.661851,0.743354,-0.846851,-0.032076,-0.027939,0.535068,0.036475,0.0,-0.18575,0.039352,-0.179296,0.419548,-0.350823,0.0,0.193952,0.626922,-0.151436,-1.10259,-0.397717,0.037426,-0.510718,0.315832,-1.052349,0.352093
0.594063,0.595383,0.358963,0.04762,0.086071,-0.662345,0.742713,-0.844332,-0.032833,-0.022583,0.373969,0.068511,0.0,-0.122882,0.05765,-0.174415,0.389168,-0.368071,0.0,0.204442,0.629573,-0.150062,-1.104033,-0.415641,0.028552,-0.506462,0.31414,-1.068098,0.35469
